Household_ID,State,Rural_Urban,Household_Size,Monthly_Income,Education_Level,Employment_Status,Food_Expenditure,Housing_Expenditure,Transport_Expenditure,Healthcare_Expenditure,Other_Expenditures,Total_Expenditure,MPCE,Age_Household_Head,Gender_Household_Head,Electricity_Access,Internet_Access,Cooking_Fuel_Type,Water_Source,Sanitation_Facility,Vehicle_Ownership,Loan_Repayment,Savings,Mobile_Phones_Owned,TV_Ownership,Computer_Ownership,Internet_Data_Usage_GB,Type_of_Employment,Agricultural_Land_Owned,Financial_Aid_Received,Type_of_House,Debt_Amount,Insurance_Coverage
H00883,Uttar Pradesh,Rural,6,6140,Primary,Self-Employed,8470,31297,2050,10369,3080,55266,9211.0,78,Male,No,No,LPG,Other,Yes,1,15506,42083,3,No,No,37,Unemployed,0,Yes,Own House,324115,No
H00884,Rajasthan,Rural,8,29842,Secondary,Self-Employed,4062,21836,9495,2963,14344,52700,6587.5,34,Male,No,No,LPG,Well,Yes,1,11509,29524,1,Yes,Yes,43,Private,5,Yes,Temporary Shelter,308203,No
H00885,Rajasthan,Rural,1,31421,Postgraduate,Unemployed,11030,25831,7992,4205,10053,59111,59111.0,68,Male,No,No,Electricity,Other,Yes,2,3194,41659,0,No,Yes,350,Government,3,No,Own House,399987,No
H00886,West Bengal,Urban,1,6708,Primary,Employed,28213,2007,3901,14803,9886,58810,58810.0,45,Male,No,Yes,Other,River,Yes,2,4789,11175,1,Yes,Yes,73,Unemployed,1,No,Own House,476251,Yes
H00887,Delhi,Urban,7,8630,No Schooling,Self-Employed,22705,27331,7947,3441,15135,76559,10937.0,66,Male,Yes,Yes,Wood,Well,No,0,10638,22799,0,Yes,No,437,Self-Employed,6,No,Own House,69468,Yes
H00888,Karnataka,Urban,8,24595,Secondary,Self-Employed,21880,11763,5924,3257,1171,43995,5499.375,34,Male,Yes,Yes,LPG,Other,No,2,5350,48072,1,Yes,Yes,368,Private,9,No,Temporary Shelter,26055,Yes
H00889,Tamil Nadu,Rural,3,81021,Primary,Employed,3813,4908,4741,750,1277,15489,5163.0,47,Male,Yes,Yes,Other,Piped Water,No,1,533,10050,2,Yes,Yes,225,Government,4,Yes,Temporary Shelter,430418,Yes
H00890,Delhi,Rural,5,33308,Postgraduate,Employed,13671,28573,3661,5774,3522,55201,11040.2,27,Male,No,No,LPG,Other,No,0,3663,5513,2,Yes,Yes,306,Unemployed,5,No,Own House,420916,No
H00891,Gujarat,Urban,1,49789,Primary,Unemployed,24640,20187,4655,5611,18744,73837,73837.0,56,Female,No,Yes,Wood,Well,Yes,0,129,39405,0,Yes,Yes,307,Private,5,Yes,Temporary Shelter,265711,Yes
H00892,Gujarat,Urban,7,60690,Primary,Unemployed,16308,12957,7978,1787,14317,53347,7621.0,44,Male,Yes,Yes,Other,Other,No,1,12563,3669,3,Yes,Yes,453,Government,8,Yes,Own House,460410,No
H00893,Delhi,Rural,5,31086,Postgraduate,Unemployed,28027,5379,9219,10214,14760,67599,13519.8,34,Female,No,Yes,Electricity,Piped Water,No,1,19343,1342,0,No,No,347,Unemployed,1,Yes,Temporary Shelter,173908,Yes
H00894,West Bengal,Rural,8,21859,Secondary,Employed,4313,28959,9715,6120,1574,50681,6335.125,53,Male,No,Yes,Electricity,Piped Water,No,1,1858,37197,1,No,Yes,475,Private,5,Yes,Rented House,237320,No
H00895,Tamil Nadu,Rural,8,12684,Higher Secondary,Self-Employed,11706,17482,7117,5460,10408,52173,6521.625,65,Female,No,No,LPG,Piped Water,No,2,15735,30185,4,No,No,314,Private,8,Yes,Temporary Shelter,26627,No
H00896,Tamil Nadu,Rural,9,96088,Secondary,Self-Employed,19615,28105,6160,11609,9975,75464,8384.888888888889,76,Female,Yes,Yes,LPG,River,No,0,12342,10587,2,Yes,Yes,12,Private,3,Yes,Temporary Shelter,169640,Yes
H00897,Karnataka,Urban,7,6207,Graduate,Unemployed,11837,1877,9124,11888,13378,48104,6872.0,75,Male,No,Yes,Other,Well,No,1,3649,18409,4,Yes,Yes,424,Unemployed,5,Yes,Temporary Shelter,413976,Yes
H00898,Tamil Nadu,Rural,1,51099,Postgraduate,Employed,7831,19252,1676,4609,15620,48988,48988.0,70,Female,Yes,Yes,Wood,Piped Water,No,0,10978,30871,2,Yes,Yes,11,Government,6,No,Own House,161057,No
H00899,Gujarat,Urban,3,72496,Secondary,Self-Employed,21383,32334,8456,12671,2486,77330,25776.666666666668,58,Female,No,No,LPG,River,No,0,19481,26738,1,No,Yes,49,Private,0,No,Own House,79944,Yes
H00900,Uttar Pradesh,Urban,8,71093,Primary,Unemployed,21824,20049,9092,5983,11325,68273,8534.125,61,Female,No,Yes,Other,Piped Water,Yes,2,19896,36263,2,No,Yes,487,Government,4,Yes,Rented House,95368,No
H00901,West Bengal,Urban,3,34689,Postgraduate,Self-Employed,6056,18772,2733,912,9693,38166,12722.0,44,Male,Yes,Yes,Wood,Other,No,0,4860,49692,0,No,No,312,Government,3,No,Rented House,40785,Yes
H00902,Tamil Nadu,Rural,8,53651,No Schooling,Self-Employed,2305,3637,5200,10567,17930,39639,4954.875,32,Female,No,Yes,LPG,Well,Yes,1,9412,21715,4,No,No,433,Self-Employed,9,No,Rented House,428799,Yes
H00903,Karnataka,Rural,1,18893,Secondary,Employed,16347,8242,6406,5606,2676,39277,39277.0,31,Female,No,No,LPG,Other,No,1,8833,8139,4,No,No,248,Government,1,No,Own House,426954,Yes
H00904,Gujarat,Rural,5,71418,Postgraduate,Employed,28299,36651,8360,8190,19222,100722,20144.4,30,Male,No,No,Other,River,No,0,14135,8298,1,No,No,118,Government,1,No,Rented House,24204,Yes
H00905,Uttar Pradesh,Rural,4,65011,Secondary,Self-Employed,3689,34972,8026,7620,10547,64854,16213.5,35,Female,Yes,Yes,LPG,Other,No,0,723,34454,4,Yes,No,56,Government,1,Yes,Rented House,472037,Yes
H00906,Maharashtra,Urban,5,43635,Postgraduate,Unemployed,28093,17928,6059,12464,17384,81928,16385.6,68,Female,No,Yes,Electricity,Other,Yes,2,737,3924,1,No,No,181,Government,6,No,Temporary Shelter,491727,No
H00907,Maharashtra,Rural,8,61115,Primary,Employed,5917,29742,7232,12241,19117,74249,9281.125,42,Female,No,No,Wood,Piped Water,Yes,1,13879,24099,3,Yes,No,449,Government,3,Yes,Rented House,16643,Yes
H00908,Uttar Pradesh,Rural,4,83405,No Schooling,Self-Employed,25464,12831,3013,7043,5108,53459,13364.75,75,Male,No,No,Wood,Other,No,1,1299,3536,0,No,Yes,263,Unemployed,5,Yes,Temporary Shelter,332705,No
H00909,Gujarat,Urban,4,77702,No Schooling,Employed,26995,20556,8330,2633,12406,70920,17730.0,66,Female,No,No,Electricity,Piped Water,Yes,0,19864,28114,2,No,No,105,Self-Employed,6,No,Own House,37126,No
H00910,Karnataka,Rural,3,83518,Graduate,Employed,4936,26343,7444,3501,7734,49958,16652.666666666668,53,Male,No,No,Other,Piped Water,No,0,339,40957,2,Yes,Yes,190,Private,8,No,Own House,58126,No
H00911,Uttar Pradesh,Urban,7,77805,Postgraduate,Employed,5862,23834,8410,470,7110,45686,6526.571428571428,49,Female,Yes,No,Electricity,Well,Yes,0,152,16157,2,Yes,Yes,136,Self-Employed,1,Yes,Temporary Shelter,344568,Yes
H00912,West Bengal,Urban,3,63954,Secondary,Self-Employed,16506,34422,6149,10186,11024,78287,26095.666666666668,45,Female,Yes,Yes,Electricity,River,Yes,1,9613,1410,3,Yes,No,187,Self-Employed,9,Yes,Rented House,124453,No
H00913,West Bengal,Urban,3,33064,No Schooling,Unemployed,16318,24205,1596,13298,17484,72901,24300.333333333332,70,Female,No,Yes,Wood,River,Yes,0,13755,9919,0,No,Yes,119,Private,8,No,Own House,307402,No
H00914,Maharashtra,Urban,5,84063,No Schooling,Unemployed,17300,19830,9620,10854,13911,71515,14303.0,27,Female,No,Yes,Other,River,No,2,15982,48333,4,No,Yes,241,Government,4,No,Temporary Shelter,296671,No
H00915,Tamil Nadu,Urban,5,7454,Higher Secondary,Unemployed,28026,9412,2451,12685,9680,62254,12450.8,42,Male,Yes,Yes,LPG,Piped Water,Yes,2,19435,13557,4,Yes,No,318,Private,5,Yes,Own House,286042,No
H00916,Karnataka,Urban,6,25878,Higher Secondary,Employed,29672,4666,9686,11786,15725,71535,11922.5,48,Female,No,No,Electricity,River,Yes,0,426,577,0,No,Yes,71,Government,5,No,Own House,243677,No
H00917,Maharashtra,Urban,8,56098,No Schooling,Self-Employed,7649,38045,8299,1279,10573,65845,8230.625,71,Male,No,No,Electricity,Piped Water,No,2,9327,9006,0,Yes,No,242,Private,2,Yes,Rented House,473139,No
H00918,Tamil Nadu,Urban,6,67154,Postgraduate,Employed,21645,21786,9304,11270,4983,68988,11498.0,62,Female,No,No,Other,Well,Yes,2,18756,9968,2,No,Yes,130,Unemployed,9,Yes,Own House,450128,Yes
H00919,Tamil Nadu,Rural,1,17991,Graduate,Unemployed,27740,6515,1095,5522,6401,47273,47273.0,34,Male,No,No,Electricity,River,No,2,11521,18646,4,No,No,456,Self-Employed,6,Yes,Temporary Shelter,177507,No
H00920,Rajasthan,Rural,8,73344,No Schooling,Unemployed,28445,27627,8375,14132,6629,85208,10651.0,51,Female,No,No,Other,Piped Water,No,2,17333,33376,0,No,Yes,268,Government,6,Yes,Rented House,3794,No
H00921,West Bengal,Rural,8,41593,Primary,Self-Employed,20203,16198,9533,13115,18638,77687,9710.875,36,Female,No,Yes,LPG,River,Yes,2,1373,7419,4,Yes,No,392,Self-Employed,7,No,Temporary Shelter,462342,Yes
H00922,Gujarat,Rural,9,41304,Secondary,Employed,29281,4985,4939,8995,19348,67548,7505.333333333333,31,Male,No,Yes,Other,River,No,1,7082,33249,0,No,Yes,478,Government,4,Yes,Temporary Shelter,407914,No
H00923,Delhi,Urban,9,35386,Graduate,Unemployed,17674,30475,6472,5457,10915,70993,7888.111111111111,41,Male,No,Yes,LPG,Well,Yes,0,9893,48155,1,Yes,No,472,Private,1,Yes,Temporary Shelter,143404,Yes
H00924,Gujarat,Rural,2,60220,Primary,Self-Employed,19726,20403,1358,13933,4982,60402,30201.0,25,Male,Yes,Yes,Other,Other,Yes,2,18866,1945,2,Yes,Yes,51,Private,2,No,Rented House,236346,Yes
H00925,Delhi,Urban,2,74338,Graduate,Employed,7560,4681,6019,8182,10186,36628,18314.0,74,Male,Yes,Yes,Electricity,River,No,0,7593,23784,0,Yes,Yes,491,Private,8,No,Own House,9593,No
H00926,Uttar Pradesh,Rural,3,99289,Primary,Employed,17451,27019,7885,13568,7900,73823,24607.666666666668,50,Female,No,No,LPG,Well,Yes,2,9495,29958,3,Yes,No,61,Unemployed,5,Yes,Temporary Shelter,320276,No
H00927,West Bengal,Rural,1,26083,Secondary,Unemployed,20610,28586,9136,9977,7306,75615,75615.0,39,Male,No,No,Electricity,River,Yes,1,16754,45430,0,Yes,Yes,118,Private,7,No,Own House,488859,Yes
H00928,Tamil Nadu,Rural,4,23354,Secondary,Unemployed,3079,38521,4817,11449,11016,68882,17220.5,75,Male,No,No,LPG,River,No,1,7837,42778,1,Yes,No,364,Private,7,No,Own House,490242,Yes
H00929,Karnataka,Urban,4,27190,Higher Secondary,Employed,15983,37770,3954,6414,7896,72017,18004.25,57,Male,No,No,Other,River,No,2,11172,26767,3,Yes,Yes,263,Unemployed,4,Yes,Temporary Shelter,120973,Yes
H00930,Delhi,Rural,9,11142,Postgraduate,Employed,22590,6629,1530,5206,7838,43793,4865.888888888889,61,Female,Yes,No,Other,River,Yes,2,18680,25393,3,Yes,Yes,238,Self-Employed,0,No,Own House,101633,Yes
H00931,Gujarat,Urban,9,33398,Primary,Unemployed,24664,28710,9987,4185,10450,77996,8666.222222222223,71,Female,Yes,Yes,Other,Other,No,2,10317,24993,0,Yes,No,350,Self-Employed,5,No,Rented House,11036,No
H00932,Tamil Nadu,Urban,9,56971,Higher Secondary,Employed,17327,31328,8406,13081,13000,83142,9238.0,55,Female,Yes,Yes,Wood,Other,No,1,10934,4729,1,No,Yes,380,Government,6,No,Rented House,356241,Yes
H00933,Delhi,Rural,7,46862,Primary,Unemployed,14755,13278,1947,9787,12045,51812,7401.714285714285,59,Female,Yes,Yes,Wood,River,No,1,18748,5804,3,Yes,No,254,Self-Employed,8,No,Own House,210980,Yes
H00934,Delhi,Rural,2,58410,Higher Secondary,Employed,29355,9417,3350,12080,5741,59943,29971.5,25,Male,No,No,LPG,River,No,0,5230,1876,2,No,Yes,172,Government,1,No,Own House,315308,Yes
H00935,Rajasthan,Rural,5,24503,Secondary,Unemployed,29104,35765,8606,8991,5195,87661,17532.2,32,Female,No,No,Wood,Well,Yes,1,13645,48381,2,Yes,Yes,308,Government,1,Yes,Rented House,493612,No
H00936,Delhi,Urban,4,53456,Graduate,Self-Employed,9235,9963,7651,8905,12030,47784,11946.0,36,Male,No,No,Other,Well,Yes,2,8954,48096,4,No,Yes,236,Self-Employed,9,No,Own House,150423,Yes
H00937,Karnataka,Rural,8,87035,Higher Secondary,Unemployed,19197,38292,7452,6191,14812,85944,10743.0,78,Female,Yes,No,Wood,Piped Water,No,0,12254,31336,4,No,Yes,318,Self-Employed,0,Yes,Own House,226935,Yes
H00938,West Bengal,Urban,2,13016,Primary,Unemployed,23473,26009,4555,6427,19472,79936,39968.0,43,Male,No,Yes,Wood,Other,Yes,1,17388,1344,1,No,No,94,Unemployed,4,Yes,Own House,58413,No
H00939,Karnataka,Urban,6,7384,Primary,Self-Employed,4031,28675,5902,9458,14818,62884,10480.666666666666,49,Male,No,No,Electricity,River,No,1,7057,1433,3,No,No,336,Government,1,No,Own House,280203,No
H00940,Maharashtra,Rural,5,67320,Postgraduate,Employed,10514,37175,9781,8033,18666,84169,16833.8,56,Male,Yes,Yes,LPG,Other,No,2,3755,3769,2,No,Yes,494,Self-Employed,2,No,Temporary Shelter,289332,Yes
H00941,Tamil Nadu,Rural,2,20072,Secondary,Self-Employed,29545,7731,2172,3086,11824,54358,27179.0,36,Male,Yes,No,LPG,Well,Yes,0,2846,17684,2,No,Yes,56,Self-Employed,1,No,Own House,250156,Yes
H00942,West Bengal,Urban,1,85018,Primary,Unemployed,11095,12332,5032,14445,3718,46622,46622.0,37,Male,Yes,Yes,LPG,Other,Yes,1,2964,48447,1,Yes,No,437,Unemployed,3,No,Rented House,360735,Yes
H00943,Rajasthan,Urban,8,45510,No Schooling,Employed,28117,20177,5424,2853,4516,61087,7635.875,52,Female,Yes,No,Wood,Other,Yes,1,8878,27377,3,Yes,Yes,402,Self-Employed,2,No,Temporary Shelter,246545,No
H00944,West Bengal,Urban,2,53933,Graduate,Self-Employed,16287,24718,6585,13297,3337,64224,32112.0,25,Male,Yes,No,Other,River,Yes,2,12648,2033,1,Yes,No,66,Private,8,No,Temporary Shelter,198924,No
H00945,West Bengal,Rural,7,26826,Higher Secondary,Employed,7911,3911,8234,14668,16812,51536,7362.285714285715,75,Male,No,Yes,Electricity,River,No,0,2755,33614,0,Yes,Yes,45,Private,9,No,Rented House,81795,Yes
H00946,Gujarat,Urban,9,73026,Postgraduate,Employed,13695,19799,5364,9480,7534,55872,6208.0,30,Male,No,Yes,LPG,Well,No,0,19116,41900,2,Yes,Yes,93,Government,1,No,Own House,494358,Yes
H00947,West Bengal,Rural,9,30518,Graduate,Self-Employed,21037,16194,9816,12777,7809,67633,7514.777777777777,32,Male,Yes,No,Wood,River,Yes,0,6473,24457,1,Yes,No,137,Unemployed,6,No,Temporary Shelter,252989,Yes
H00948,Rajasthan,Urban,8,29045,Secondary,Employed,29052,5951,1721,14911,14879,66514,8314.25,28,Female,No,Yes,Other,Well,No,0,14554,27171,1,No,Yes,368,Self-Employed,2,No,Temporary Shelter,11829,No
H00949,Karnataka,Urban,9,55876,Postgraduate,Self-Employed,5340,29333,3360,5064,4739,47836,5315.111111111111,29,Female,No,No,Electricity,Well,Yes,2,1693,6927,0,Yes,No,92,Government,9,No,Own House,335817,Yes
H00950,West Bengal,Rural,2,97446,Higher Secondary,Unemployed,9876,22673,8928,2714,12628,56819,28409.5,49,Male,No,No,Electricity,Piped Water,Yes,1,11084,30944,4,No,No,231,Self-Employed,7,No,Own House,286646,Yes
H00951,Uttar Pradesh,Urban,6,95102,Higher Secondary,Employed,17896,6565,9836,4169,16356,54822,9137.0,46,Male,No,Yes,LPG,Piped Water,Yes,1,12003,49065,2,No,No,401,Private,3,Yes,Rented House,420420,No
H00952,Tamil Nadu,Rural,4,56919,No Schooling,Unemployed,14435,23821,3753,3484,10111,55604,13901.0,52,Male,Yes,No,LPG,Piped Water,No,0,17068,25764,1,No,No,395,Self-Employed,3,No,Temporary Shelter,263409,Yes
H00953,West Bengal,Rural,4,32103,Secondary,Unemployed,3141,26494,4282,7940,4650,46507,11626.75,63,Male,No,No,Other,Other,No,0,2919,892,2,No,No,48,Self-Employed,8,Yes,Own House,166823,No
H00954,Tamil Nadu,Urban,5,41188,Postgraduate,Employed,27425,34941,7457,4766,11609,86198,17239.6,47,Female,No,Yes,Wood,Piped Water,Yes,0,3756,39795,4,No,No,22,Self-Employed,2,Yes,Own House,481037,No
H00955,Uttar Pradesh,Rural,3,10845,Postgraduate,Self-Employed,26942,9624,1266,2396,1946,42174,14058.0,28,Female,No,No,Other,River,Yes,1,3283,17751,1,No,Yes,61,Private,6,No,Rented House,417531,Yes
H00956,Uttar Pradesh,Rural,1,91698,Primary,Employed,21281,1835,3181,12575,12436,51308,51308.0,76,Male,Yes,No,LPG,River,Yes,1,4691,42610,0,Yes,No,266,Private,0,Yes,Temporary Shelter,309601,No
H00957,Tamil Nadu,Urban,8,41674,No Schooling,Unemployed,11281,19646,8210,14931,11536,65604,8200.5,28,Male,No,No,Other,Piped Water,Yes,0,7350,39237,2,No,No,328,Unemployed,6,No,Own House,46875,No
H00958,Delhi,Rural,5,24337,No Schooling,Unemployed,22425,12824,7982,989,6968,51188,10237.6,71,Male,Yes,No,Wood,Other,No,2,17540,47668,0,No,Yes,117,Private,9,No,Rented House,322503,Yes
H00959,Maharashtra,Rural,3,27313,Postgraduate,Self-Employed,4038,38335,5586,3675,14521,66155,22051.666666666668,45,Male,Yes,Yes,Electricity,Well,No,1,3061,19174,4,Yes,No,439,Government,1,Yes,Temporary Shelter,499663,No
H00960,Gujarat,Rural,7,31943,Postgraduate,Employed,29436,4815,8464,11545,4675,58935,8419.285714285714,61,Male,Yes,Yes,Electricity,Other,Yes,1,5919,7974,4,Yes,Yes,87,Self-Employed,5,No,Temporary Shelter,106334,No
H00961,Delhi,Urban,7,82949,Graduate,Unemployed,6270,3429,3165,10056,15890,38810,5544.285714285715,65,Female,Yes,Yes,Electricity,Other,Yes,0,17676,16776,2,Yes,No,88,Private,8,Yes,Temporary Shelter,122950,Yes
H00962,Delhi,Rural,1,5276,Graduate,Unemployed,12046,3607,4013,1509,5580,26755,26755.0,26,Female,No,No,Electricity,Well,No,2,10076,39732,4,Yes,No,54,Government,5,Yes,Temporary Shelter,436636,Yes
H00963,Karnataka,Urban,9,56151,Graduate,Unemployed,6683,26650,995,1064,15971,51363,5707.0,31,Male,Yes,Yes,LPG,Well,Yes,0,9752,36890,3,Yes,No,152,Private,2,No,Rented House,164451,Yes
H00964,Gujarat,Urban,2,22611,No Schooling,Self-Employed,18878,39698,6322,12255,15393,92546,46273.0,73,Female,Yes,Yes,LPG,Well,No,0,16012,18132,2,Yes,Yes,238,Self-Employed,0,Yes,Own House,252988,Yes
H00965,Gujarat,Rural,5,16944,Primary,Unemployed,9116,33353,2572,5589,17748,68378,13675.6,40,Female,Yes,Yes,Wood,River,No,2,9175,30985,3,Yes,Yes,264,Government,3,Yes,Temporary Shelter,326246,Yes
H00966,Delhi,Rural,5,57887,Higher Secondary,Unemployed,29758,37790,8295,3563,16509,95915,19183.0,41,Female,Yes,No,Wood,Well,Yes,2,7902,11108,4,No,No,267,Private,3,No,Temporary Shelter,363971,No
H00967,West Bengal,Rural,8,86442,Graduate,Employed,3784,12991,9029,11916,6717,44437,5554.625,44,Male,Yes,Yes,Wood,Well,No,2,2067,44970,2,Yes,No,394,Private,7,Yes,Own House,185736,No
H00968,Karnataka,Urban,8,54847,Primary,Employed,21894,22168,4449,12178,6172,66861,8357.625,47,Female,No,Yes,Wood,Other,No,1,1979,48210,3,No,Yes,112,Government,9,No,Temporary Shelter,354832,No
H00969,Karnataka,Rural,7,63653,Secondary,Unemployed,5786,32099,6533,8415,2002,54835,7833.571428571428,58,Female,Yes,No,Other,Other,No,0,18120,43978,4,Yes,Yes,165,Unemployed,9,No,Temporary Shelter,202032,No
H00970,Uttar Pradesh,Rural,7,91072,Graduate,Unemployed,23650,36919,8828,3203,1910,74510,10644.285714285714,35,Male,No,No,Wood,Piped Water,No,1,18302,5271,1,Yes,Yes,155,Government,6,No,Own House,468691,No
H00971,Rajasthan,Rural,6,61622,Higher Secondary,Employed,11190,32416,3055,14374,4270,65305,10884.166666666666,58,Female,No,No,Electricity,Other,Yes,2,700,9689,1,No,No,7,Government,9,No,Own House,321613,Yes
H00972,Gujarat,Rural,6,32810,Secondary,Self-Employed,7428,6580,6870,8702,10597,40177,6696.166666666667,57,Male,Yes,No,Electricity,Well,No,1,4046,18177,0,Yes,Yes,201,Government,6,Yes,Temporary Shelter,357933,Yes
H00973,Delhi,Rural,9,82842,Secondary,Self-Employed,8681,8054,4915,13972,4501,40123,4458.111111111111,50,Female,No,No,Electricity,River,No,2,2073,6810,1,Yes,Yes,216,Government,6,No,Own House,427612,Yes
H00974,Uttar Pradesh,Urban,6,15503,Higher Secondary,Self-Employed,8893,25090,6459,1431,1098,42971,7161.833333333333,26,Male,No,No,Other,Other,No,2,11945,20336,3,Yes,Yes,430,Private,1,Yes,Rented House,275320,Yes
H00975,Tamil Nadu,Urban,2,89761,Graduate,Self-Employed,14661,16823,9607,8159,11476,60726,30363.0,47,Male,No,Yes,Wood,Other,Yes,0,16778,38327,1,Yes,Yes,291,Government,8,Yes,Rented House,65036,No
H00976,Maharashtra,Rural,2,41976,No Schooling,Self-Employed,16892,38341,6493,12180,19925,93831,46915.5,65,Female,Yes,Yes,Electricity,Well,Yes,0,3048,15037,2,Yes,Yes,380,Government,5,No,Temporary Shelter,7907,Yes
H00977,Rajasthan,Rural,5,16590,Higher Secondary,Self-Employed,11643,16339,5521,2911,6891,43305,8661.0,46,Female,Yes,No,Electricity,Other,Yes,0,19836,9854,2,Yes,Yes,49,Self-Employed,1,No,Temporary Shelter,3372,Yes
H00978,Rajasthan,Rural,4,15886,Higher Secondary,Self-Employed,11943,4491,3407,6781,16950,43572,10893.0,58,Male,Yes,No,Electricity,Other,No,1,522,25788,2,Yes,Yes,106,Private,0,No,Own House,158644,No
H00979,Rajasthan,Rural,2,17866,Higher Secondary,Self-Employed,12472,1706,3414,7905,15408,40905,20452.5,39,Male,Yes,Yes,Electricity,Well,Yes,0,11101,7148,1,No,No,8,Self-Employed,0,Yes,Own House,286736,No
H00980,Karnataka,Urban,3,71624,Secondary,Employed,14992,32957,4370,13193,12090,77602,25867.333333333332,34,Female,Yes,No,LPG,Other,Yes,2,8741,22668,1,Yes,Yes,232,Private,0,No,Temporary Shelter,406318,Yes
H00981,Tamil Nadu,Rural,7,73899,Primary,Self-Employed,23042,16728,9690,13847,16779,80086,11440.857142857143,39,Female,Yes,No,Wood,River,Yes,0,17852,32147,0,No,No,187,Unemployed,3,Yes,Temporary Shelter,108093,No
H00982,Rajasthan,Urban,8,37792,No Schooling,Self-Employed,25466,7997,5585,621,3250,42919,5364.875,66,Female,Yes,Yes,Wood,Piped Water,No,1,12674,9583,4,No,No,455,Unemployed,3,No,Rented House,260529,No
H00983,Tamil Nadu,Urban,6,14764,Graduate,Self-Employed,13126,39001,7046,10165,10416,79754,13292.333333333334,53,Female,No,No,Other,Other,Yes,0,17805,17645,0,No,Yes,322,Private,8,No,Own House,156714,Yes
H00984,West Bengal,Rural,5,91156,Graduate,Unemployed,8869,39523,895,14856,7306,71449,14289.8,47,Male,No,No,LPG,River,Yes,0,285,17513,3,No,No,308,Unemployed,0,Yes,Temporary Shelter,265283,No
H00985,Rajasthan,Urban,1,47727,Primary,Employed,25991,26163,1438,11960,6929,72481,72481.0,41,Male,Yes,Yes,Other,Other,Yes,0,19129,29013,2,No,No,337,Unemployed,2,Yes,Temporary Shelter,77179,Yes
H00986,Maharashtra,Urban,8,83471,Higher Secondary,Employed,9669,18718,3010,1146,8623,41166,5145.75,33,Male,No,Yes,Electricity,Piped Water,No,1,11957,45317,1,No,Yes,109,Private,2,No,Own House,280787,No
H00987,Tamil Nadu,Urban,3,13068,No Schooling,Employed,13538,22972,5136,9578,18515,69739,23246.333333333332,74,Female,Yes,Yes,Other,Well,No,2,7108,48222,4,No,No,482,Government,7,No,Own House,231626,No
H00988,Tamil Nadu,Urban,6,12295,Graduate,Self-Employed,12065,19231,2149,2034,6952,42431,7071.833333333333,60,Female,Yes,Yes,Electricity,Piped Water,Yes,2,14990,33846,4,Yes,Yes,144,Self-Employed,1,No,Temporary Shelter,366569,No
H00989,Maharashtra,Rural,3,46160,Postgraduate,Self-Employed,24603,13126,4190,1764,17658,61341,20447.0,33,Male,Yes,Yes,Electricity,Other,Yes,2,17829,8809,1,Yes,Yes,227,Private,5,Yes,Temporary Shelter,60117,No
H00990,Rajasthan,Rural,7,16390,Graduate,Unemployed,22918,24595,3935,7532,15956,74936,10705.142857142857,40,Male,No,No,Wood,Piped Water,Yes,0,5837,25458,0,Yes,Yes,308,Private,3,No,Temporary Shelter,159852,Yes
H00991,Maharashtra,Urban,7,25131,Higher Secondary,Employed,24363,13118,3701,5144,4519,50845,7263.571428571428,60,Male,Yes,No,Wood,Piped Water,No,0,15032,48628,4,No,Yes,411,Private,9,No,Own House,106485,No
